Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2021_Q3,MARYLAND,300.0,6000.0,8.0,,0.7,0.5,13.6,1.5,20.0,170.0,3.0,-20.0,5.333333333333334
2021_Q4,MARYLAND,1200.0,6000.0,12.0,,3.1,0.0,12.2,0.7,21.2,,0.0,0.0,2.0
2022_Q1,MARYLAND,1100.0,8500.0,22.0,0.6,12.1,2.3,7.4,13.6,23.7,1000.0,12.0,41.66666666666667,1.5294117647058825
2022_Q2,MARYLAND,1600.0,8500.0,5.0,2.4,14.7,0.8,7.9,1.7,19.9,1100.0,13.0,0.0,1.7647058823529411
2022_Q3,MARYLAND,600.0,4800.0,11.0,4.6,3.4,4.5,36.1,3.1,61.9,1300.0,27.0,-43.529411764705884,3.125
2022_Q4,MARYLAND,1400.0,5000.0,10.0,0.9,13.4,0.6,10.9,2.2,40.9,20.0,,4.166666666666666,1.7999999999999998
2023_Q1,MARYLAND,670.0,6000.0,18.0,2.5,7.3,0.0,4.7,3.9,16.4,140.0,2.0,20.0,5.5
2023_Q2,MARYLAND,690.0,9000.0,6.0,,0.5,0.0,0.6,4.5,11.7,730.0,8.0,50.0,0.33333333333333337
2015_Q1,MASSACHUSETTS,260.0,4600.0,22.0,2.1,7.6,2.8,3.5,4.7,23.5,120.0,3.0,,
2015_Q2,MASSACHUSETTS,940.0,14000.0,2.0,0.2,4.4,61.8,61.7,3.1,66.8,510.0,4.0,204.34782608695653,
2015_Q3,MASSACHUSETTS,290.0,7500.0,8.0,0.4,2.5,2.1,2.9,0.3,16.3,400.0,5.0,-46.42857142857143,
2015_Q4,MASSACHUSETTS,30.0,4500.0,6.0,6.2,2.6,1.9,1.6,1.1,31.4,30.0,1.0,-40.0,
2016_Q1,MASSACHUSETTS,1200.0,3000.0,12.0,0.7,3.1,0.0,5.2,1.1,10.1,140.0,5.0,-33.33333333333333,
2016_Q2,MASSACHUSETTS,1100.0,8500.0,4.0,0.3,2.3,10.6,10.6,11.9,40.5,440.0,5.0,183.33333333333331,
2016_Q3,MASSACHUSETTS,450.0,9500.0,6.0,6.8,3.4,0.1,8.7,7.9,14.1,40.0,0.0,11.76470588235294,
2016_Q4,MASSACHUSETTS,0.0,8000.0,9.0,0.4,0.7,0.4,2.6,4.2,6.1,0.0,0.0,-15.789473684210526,
2017_Q1,MASSACHUSETTS,120.0,3300.0,45.0,3.0,10.5,4.5,5.6,5.6,32.5,110.0,3.0,-58.75,
2017_Q2,MASSACHUSETTS,1400.0,8000.0,2.0,12.9,0.4,11.0,12.5,1.6,14.8,490.0,6.0,142.42424242424244,
2017_Q3,MASSACHUSETTS,790.0,9000.0,8.0,0.7,0.8,2.3,0.9,0.1,82.0,460.0,5.0,12.5,
2017_Q4,MASSACHUSETTS,120.0,6000.0,18.0,6.7,1.5,2.7,1.2,0.3,13.2,550.0,9.0,-33.33333333333333,
2018_Q1,MASSACHUSETTS,240.0,3700.0,27.0,0.8,9.6,0.8,1.1,7.4,19.6,290.0,8.0,-38.333333333333336,
2018_Q2,MASSACHUSETTS,910.0,8000.0,3.0,1.0,2.0,1.4,1.1,2.1,6.3,350.0,4.0,116.21621621621621,
2018_Q3,MASSACHUSETTS,850.0,10000.0,22.0,10.7,1.1,10.1,11.2,10.3,75.9,730.0,7.0,25.0,
2018_Q4,MASSACHUSETTS,110.0,4900.0,13.0,8.1,3.4,9.4,9.2,5.3,33.2,320.0,7.0,-51.0,
2019_Q1,MASSACHUSETTS,60.0,3800.0,18.0,0.0,6.3,4.3,0.0,0.9,10.3,20.0,1.0,-22.448979591836736,1.3157894736842104
2019_Q3,MASSACHUSETTS,800.0,13500.0,8.0,0.2,0.7,,2.9,7.3,13.0,560.0,4.0,255.26315789473685,1.2592592592592593
2019_Q4,MASSACHUSETTS,60.0,5000.0,24.0,0.8,1.1,0.0,0.2,10.7,7.6,130.0,3.0,-62.96296296296296,8.200000000000001
2020_Q1,MASSACHUSETTS,1100.0,3800.0,12.0,1.8,4.5,,0.5,2.2,13.9,100.0,3.0,-24.0,3.9473684210526314
2020_Q2,MASSACHUSETTS,870.0,13500.0,5.0,,1.1,,2.1,,14.7,540.0,4.0,255.26315789473685,0.2962962962962963
2020_Q3,MASSACHUSETTS,840.0,11000.0,3.0,1.5,1.2,0.8,1.6,0.7,29.7,810.0,7.0,-18.51851851851852,0.36363636363636365
2020_Q4,MASSACHUSETTS,270.0,10000.0,4.0,,,,1.2,0.9,17.4,90.0,1.0,-9.090909090909092,2.5
2021_Q1,MASSACHUSETTS,30.0,5000.0,20.0,1.0,7.8,0.5,3.6,4.5,28.9,90.0,2.0,-50.0,4.2
2021_Q2,MASSACHUSETTS,2000.0,12000.0,7.0,,,34.0,34.3,0.0,45.5,310.0,3.0,140.0,0.25
2021_Q3,MASSACHUSETTS,1700.0,13000.0,8.0,0.6,0.5,1.5,8.7,4.5,23.0,1200.0,9.0,8.333333333333332,0.15384615384615385
2021_Q4,MASSACHUSETTS,20.0,10500.0,3.0,0.5,,0.0,,0.6,5.4,50.0,,-19.230769230769234,0.19047619047619047
2022_Q1,MASSACHUSETTS,350.0,6000.0,16.0,0.7,1.6,0.0,2.9,2.7,13.4,510.0,9.0,-42.857142857142854,0.6666666666666667
2022_Q2,MASSACHUSETTS,1200.0,10500.0,3.0,1.3,0.8,0.5,1.2,0.5,4.7,890.0,8.0,75.0,0.38095238095238093
2022_Q3,MASSACHUSETTS,350.0,9000.0,4.0,1.5,7.5,,4.9,,20.8,610.0,7.0,-14.285714285714285,1.5555555555555556
2022_Q4,MASSACHUSETTS,140.0,6000.0,4.0,3.0,10.6,1.5,0.7,2.0,29.8,160.0,3.0,-33.33333333333333,0.33333333333333337
2023_Q1,MASSACHUSETTS,180.0,8000.0,10.0,1.5,5.2,0.0,2.7,1.8,9.6,80.0,1.0,33.33333333333333,1.375
2023_Q2,MASSACHUSETTS,1300.0,10500.0,14.0,0.7,10.6,,,1.6,28.2,510.0,5.0,31.25,0.5714285714285714
2015_Q1,MICHIGAN,7500.0,60000.0,19.0,1.1,8.3,1.6,3.1,4.6,14.3,2400.0,4.0,,
2015_Q2,MICHIGAN,13500.0,88000.0,11.0,0.6,16.4,9.1,13.0,3.1,26.9,5500.0,6.0,46.666666666666664,
2015_Q3,MICHIGAN,3300.0,89000.0,8.0,7.3,1.8,13.7,16.3,8.8,44.6,3800.0,4.0,1.1363636363636365,
2015_Q4,MICHIGAN,210.0,73000.0,12.0,0.0,3.2,4.1,4.1,3.7,30.2,1600.0,2.0,-17.97752808988764,
2016_Q1,MICHIGAN,2300.0,42000.0,12.0,0.0,1.3,0.5,0.2,11.3,5.9,80.0,0.0,-42.465753424657535,
2016_Q2,MICHIGAN,13500.0,103000.0,7.0,1.1,11.8,16.5,9.3,1.1,54.1,3200.0,3.0,145.23809523809524,
2016_Q3,MICHIGAN,11000.0,108000.0,14.0,0.3,6.5,9.1,25.1,2.7,64.1,9500.0,9.0,4.854368932038835,
2016_Q4,MICHIGAN,10.0,101000.0,12.0,0.1,4.0,2.7,1.5,0.6,23.9,130.0,0.0,-6.481481481481481,
2017_Q1,MICHIGAN,600.0,59000.0,8.0,0.0,1.1,1.9,0.3,3.9,7.9,130.0,,-41.584158415841586,
2017_Q2,MICHIGAN,20000.0,100000.0,8.0,0.2,0.9,2.1,7.2,0.5,19.1,13500.0,14.0,69.49152542372882,
2017_Q3,MICHIGAN,4300.0,109000.0,16.0,8.6,15.0,13.7,11.9,2.9,56.8,11500.0,11.0,9.0,
2017_Q4,MICHIGAN,990.0,88000.0,13.0,5.3,1.5,23.6,13.6,2.0,53.8,1900.0,2.0,-19.26605504587156,
2018_Q1,MICHIGAN,4000.0,37000.0,19.0,0.7,12.0,7.4,3.5,5.9,21.4,3900.0,11.0,-57.95454545454546,
2018_Q2,MICHIGAN,23000.0,70000.0,11.0,10.8,12.7,11.7,18.6,9.8,75.4,8500.0,12.0,89.1891891891892,
2018_Q3,MICHIGAN,3000.0,88000.0,9.0,1.1,19.5,23.8,13.8,18.6,92.4,22000.0,25.0,25.71428571428571,
2018_Q4,MICHIGAN,3900.0,77000.0,8.0,15.6,2.4,15.1,31.2,6.6,52.0,1800.0,2.0,-12.5,
2019_Q1,MICHIGAN,0.0,33000.0,20.0,1.5,12.2,0.2,5.8,0.7,18.2,0.0,0.0,-57.14285714285714,10.0
2019_Q3,MICHIGAN,3000.0,99000.0,11.0,8.7,2.1,7.3,16.4,1.5,42.7,3300.0,3.0,200.0,1.8181818181818181
2019_Q4,MICHIGAN,820.0,84000.0,8.0,9.2,1.1,8.3,9.7,3.8,37.0,1500.0,2.0,-15.151515151515152,3.0952380952380953
2020_Q1,MICHIGAN,10000.0,60000.0,12.0,,,,0.5,0.7,8.1,100.0,,-28.57142857142857,2.3333333333333335
2020_Q2,MICHIGAN,11000.0,85000.0,2.0,2.2,3.2,6.0,11.5,1.1,38.0,10000.0,12.0,41.66666666666667,0.49411764705882355
2020_Q3,MICHIGAN,37000.0,106000.0,32.0,3.4,5.9,8.9,14.5,1.0,53.1,11000.0,10.0,24.705882352941178,8.018867924528301
2020_Q4,MICHIGAN,2400.0,101000.0,10.0,5.3,3.6,3.1,5.4,4.3,42.9,1600.0,2.0,-4.716981132075472,4.455445544554455
2021_Q1,MICHIGAN,320.0,78000.0,2.0,,0.7,,,1.6,2.3,4100.0,5.0,-22.772277227722775,4.230769230769231
2021_Q2,MICHIGAN,10000.0,112000.0,3.0,0.8,0.8,3.5,2.7,,44.8,8000.0,7.0,43.58974358974359,1.1607142857142858
2021_Q3,MICHIGAN,7500.0,120000.0,7.0,,2.7,17.0,4.2,0.8,63.5,4800.0,4.0,7.142857142857142,2.3333333333333335
2021_Q4,MICHIGAN,140.0,105000.0,6.0,0.0,0.9,3.1,2.2,1.5,8.7,2200.0,2.0,-12.5,0.9523809523809524
2022_Q1,MICHIGAN,1400.0,71000.0,6.0,1.9,4.2,1.4,1.9,,6.1,2500.0,4.0,-32.38095238095238,4.084507042253521
2022_Q2,MICHIGAN,13000.0,88000.0,4.0,3.1,2.8,7.1,,,10.6,3500.0,4.0,23.943661971830984,3.4090909090909087
2022_Q3,MICHIGAN,8000.0,98000.0,16.0,2.1,3.5,4.6,2.8,1.7,25.4,5500.0,6.0,11.363636363636363,2.5510204081632653
2022_Q4,MICHIGAN,8500.0,73000.0,8.0,6.3,2.6,1.5,4.3,5.3,24.9,700.0,1.0,-25.510204081632654,3.6986301369863015
2023_Q1,MICHIGAN,330.0,64000.0,14.0,0.5,1.1,1.2,0.6,1.7,6.5,2100.0,3.0,-12.32876712328767,0.28125
2023_Q2,MICHIGAN,9000.0,72000.0,6.0,1.8,3.3,2.1,1.7,10.3,16.5,2300.0,3.0,12.5,3.3333333333333335
2015_Q1,MINNESOTA,690.0,74000.0,5.0,0.0,1.6,0.1,0.1,2.1,1.4,530.0,1.0,,
2015_Q2,MINNESOTA,20000.0,125000.0,10.0,1.4,10.1,16.5,6.2,9.3,25.4,21000.0,17.0,68.91891891891892,
2015_Q3,MINNESOTA,640.0,136000.0,24.0,7.4,7.0,27.4,14.6,7.2,33.3,2300.0,2.0,8.799999999999999,
2015_Q4,MINNESOTA,600.0,105000.0,10.0,8.4,3.8,25.0,8.7,8.9,43.6,40.0,0.0,-22.794117647058822,
2016_Q1,MINNESOTA,6000.0,38000.0,14.0,0.2,8.0,11.6,7.0,14.5,12.1,0.0,0.0,-63.8095238095238,
2016_Q2,MINNESOTA,24000.0,126000.0,10.0,6.5,8.6,18.2,6.0,7.6,20.8,4200.0,3.0,231.57894736842107,
2016_Q3,MINNESOTA,1300.0,138000.0,19.0,6.2,17.8,22.4,14.6,8.9,47.2,1900.0,1.0,9.523809523809524,
2016_Q4,MINNESOTA,0.0,114000.0,12.0,3.1,5.0,17.6,7.7,8.9,27.5,0.0,0.0,-17.391304347826086,
2017_Q1,MINNESOTA,3300.0,41000.0,9.0,0.1,9.0,0.9,0.4,5.8,2.1,0.0,0.0,-64.03508771929825,
2017_Q2,MINNESOTA,19000.0,128000.0,9.0,2.3,6.6,12.8,4.7,2.2,20.5,8500.0,7.0,212.19512195121953,
2017_Q3,MINNESOTA,1900.0,136000.0,15.0,1.8,11.6,9.4,4.7,2.3,39.8,2200.0,2.0,6.25,
2017_Q4,MINNESOTA,1900.0,98000.0,7.0,4.2,7.2,39.8,4.0,3.1,62.9,450.0,,-27.941176470588236,
2018_Q1,MINNESOTA,8000.0,62000.0,6.0,1.9,1.1,0.6,0.7,1.6,2.0,2900.0,5.0,-36.734693877551024,
2018_Q2,MINNESOTA,42000.0,116000.0,7.0,7.2,8.0,6.0,9.3,20.7,12.9,25000.0,22.0,87.09677419354838,
2018_Q3,MINNESOTA,1600.0,127000.0,23.0,6.0,9.3,28.4,12.4,8.1,44.5,6500.0,5.0,9.482758620689655,
2018_Q4,MINNESOTA,2500.0,86000.0,13.0,4.2,3.8,7.9,5.2,2.4,28.4,590.0,1.0,-32.28346456692913,
2019_Q1,MINNESOTA,80.0,43000.0,5.0,1.9,2.0,0.0,0.2,0.8,1.3,470.0,1.0,-50.0,4.4186046511627906
2019_Q3,MINNESOTA,5000.0,129000.0,16.0,4.0,6.6,13.4,8.2,2.1,54.9,2100.0,2.0,200.0,1.8604651162790697
2019_Q4,MINNESOTA,3400.0,97000.0,16.0,1.2,1.8,6.1,7.8,4.0,37.3,60.0,,-24.8062015503876,1.3402061855670102
2020_Q1,MINNESOTA,1300.0,58000.0,2.0,0.0,4.3,,0.0,,3.5,40.0,,-40.20618556701031,11.206896551724139
2020_Q2,MINNESOTA,9000.0,126000.0,10.0,0.7,4.4,8.8,2.9,,20.6,2600.0,2.0,117.24137931034481,0.6904761904761905
2020_Q3,MINNESOTA,1800.0,119000.0,9.0,,2.2,8.2,3.7,1.7,46.3,3700.0,3.0,-5.555555555555555,1.5966386554621848
2020_Q4,MINNESOTA,1200.0,105000.0,9.0,1.0,1.8,19.2,1.6,2.6,17.2,340.0,,-11.76470588235294,4.761904761904762
2021_Q1,MINNESOTA,1300.0,73000.0,4.0,0.0,2.8,2.5,0.6,,6.3,140.0,,-30.476190476190478,8.21917808219178
2021_Q2,MINNESOTA,29000.0,98000.0,6.0,,1.1,12.8,0.0,1.1,13.1,4000.0,4.0,34.24657534246575,0.7448979591836735
2021_Q3,MINNESOTA,5000.0,106000.0,7.0,,2.3,10.5,1.1,1.8,27.5,1300.0,1.0,8.16326530612245,2.1698113207547167
2021_Q4,MINNESOTA,4900.0,100000.0,11.0,0.0,0.6,3.4,,1.4,8.0,350.0,,-5.660377358490567,1.9
2022_Q1,MINNESOTA,4800.0,97000.0,2.0,0.0,,,0.0,1.0,1.1,80.0,,-3.0,5.670103092783505
2022_Q2,MINNESOTA,6000.0,110000.0,1.0,,2.6,,0.7,,4.9,2000.0,2.0,13.402061855670103,0.3727272727272727
2022_Q3,MINNESOTA,1700.0,106000.0,7.0,,4.1,10.7,1.4,2.3,10.7,590.0,1.0,-3.6363636363636362,3.207547169811321
2022_Q4,MINNESOTA,150.0,99000.0,5.0,,0.9,3.0,,1.1,9.1,110.0,,-6.60377358490566,0.9393939393939393
2023_Q1,MINNESOTA,4000.0,52000.0,2.0,0.8,1.3,,,1.4,9.2,1600.0,3.0,-47.474747474747474,11.538461538461538
2023_Q2,MINNESOTA,7500.0,76000.0,3.0,,1.1,10.1,2.1,7.7,13.0,1700.0,2.0,46.15384615384615,1.8421052631578945
2015_Q1,MISSISSIPPI,22000.0,76000.0,11.0,0.1,1.2,2.1,8.2,1.1,9.4,7500.0,10.0,,
2015_Q2,MISSISSIPPI,5500.0,89000.0,12.0,0.3,2.3,0.1,6.0,1.7,10.1,10000.0,11.0,17.105263157894736,
2015_Q3,MISSISSIPPI,260.0,34000.0,10.0,0.0,3.8,1.1,2.2,1.4,45.5,110.0,0.0,-61.79775280898876,
2015_Q4,MISSISSIPPI,500.0,34000.0,4.0,0.3,0.7,0.0,2.5,1.3,10.6,230.0,1.0,0.0,
2016_Q1,MISSISSIPPI,48000.0,50000.0,15.0,0.0,0.3,3.2,1.6,14.5,13.8,25000.0,50.0,47.05882352941176,
2016_Q2,MISSISSIPPI,9000.0,90000.0,4.0,1.2,1.2,2.7,2.3,0.1,12.3,61000.0,68.0,80.0,
2016_Q3,MISSISSIPPI,750.0,20000.0,17.0,1.6,5.0,1.8,3.5,4.7,27.5,740.0,4.0,-77.77777777777779,
2016_Q4,MISSISSIPPI,330.0,30000.0,8.0,0.1,2.1,0.0,6.0,2.8,21.9,60.0,0.0,50.0,
2017_Q1,MISSISSIPPI,23000.0,68000.0,4.0,,0.5,0.1,35.3,1.4,41.7,7000.0,10.0,126.66666666666666,
2017_Q2,MISSISSIPPI,5500.0,89000.0,4.0,0.0,3.7,1.7,0.9,0.8,14.0,26000.0,29.0,30.88235294117647,
2017_Q3,MISSISSIPPI,250.0,24000.0,12.0,0.7,18.1,0.2,4.8,0.7,71.1,230.0,1.0,-73.03370786516854,
2017_Q4,MISSISSIPPI,280.0,22000.0,15.0,1.4,1.5,1.5,6.1,4.1,19.3,830.0,4.0,-8.333333333333332,
2018_Q1,MISSISSIPPI,28000.0,32000.0,6.0,,2.4,0.6,4.8,34.4,7.0,5500.0,17.0,45.45454545454545,
2018_Q2,MISSISSIPPI,4000.0,50000.0,7.0,0.0,3.5,0.2,26.2,2.2,44.6,7000.0,14.0,56.25,
2018_Q3,MISSISSIPPI,110.0,16500.0,18.0,,7.5,0.5,8.6,7.2,25.2,650.0,4.0,-67.0,
2018_Q4,MISSISSIPPI,330.0,25000.0,8.0,0.2,3.0,0.5,6.7,4.5,26.5,50.0,,51.515151515151516,
2019_Q1,MISSISSIPPI,3800.0,29000.0,8.0,64.8,1.9,48.4,71.0,5.5,14.6,1700.0,6.0,16.0,0.5517241379310345
2019_Q3,MISSISSIPPI,550.0,23000.0,13.0,2.4,4.0,25.4,45.6,5.1,59.1,850.0,4.0,-20.689655172413794,2.6521739130434785
2019_Q4,MISSISSIPPI,350.0,29000.0,12.0,4.1,10.5,13.9,38.0,5.2,41.0,50.0,,26.08695652173913,1.6206896551724137
2020_Q1,MISSISSIPPI,16000.0,28000.0,18.0,,14.5,1.8,50.9,3.6,58.6,660.0,2.0,-3.4482758620689653,2.857142857142857
2020_Q2,MISSISSIPPI,1500.0,37000.0,12.0,0.0,8.5,0.9,57.8,,93.1,570.0,2.0,32.142857142857146,0.7027027027027027
2020_Q3,MISSISSIPPI,2500.0,29000.0,6.0,,3.3,,41.8,6.2,45.7,130.0,,-21.62162162162162,3.0689655172413794
2020_Q4,MISSISSIPPI,300.0,37000.0,10.0,0.0,7.8,0.6,1.5,5.9,7.8,30.0,,27.586206896551722,0.8108108108108109
2021_Q1,MISSISSIPPI,14000.0,36000.0,15.0,0.0,15.5,1.0,3.8,4.7,19.7,70.0,,-2.7027027027027026,0.8333333333333334
2021_Q2,MISSISSIPPI,9500.0,35000.0,13.0,3.2,3.2,0.5,11.3,9.9,46.7,8000.0,23.0,-2.7777777777777777,0.8857142857142857
2021_Q3,MISSISSIPPI,770.0,18500.0,10.0,1.3,3.0,,1.1,7.8,25.3,310.0,2.0,-47.14285714285714,2.4864864864864864
2021_Q4,MISSISSIPPI,30.0,23000.0,13.0,0.0,,5.8,8.6,8.3,27.8,240.0,1.0,24.324324324324326,2.608695652173913
2022_Q1,MISSISSIPPI,12000.0,37000.0,9.0,6.1,1.8,2.0,12.5,8.9,53.1,2300.0,6.0,60.86956521739131,1.648648648648649
2022_Q2,MISSISSIPPI,15500.0,47000.0,19.0,,15.2,0.7,21.0,5.8,21.7,7000.0,15.0,27.027027027027028,1.2340425531914894
2022_Q3,MISSISSIPPI,2100.0,21000.0,13.0,0.9,12.2,3.6,14.6,9.5,56.1,2800.0,13.0,-55.319148936170215,2.2857142857142856
2022_Q4,MISSISSIPPI,2900.0,31000.0,12.0,0.5,5.4,5.0,1.7,4.7,13.0,250.0,1.0,47.61904761904761,3.5483870967741935
2023_Q1,MISSISSIPPI,65000.0,37000.0,6.0,1.1,15.4,7.5,9.6,2.7,19.6,4100.0,11.0,19.35483870967742,0.7297297297297297
2023_Q2,MISSISSIPPI,12500.0,74000.0,4.0,1.0,9.1,3.2,3.5,2.4,12.6,8000.0,11.0,100.0,1.4864864864864866
2015_Q1,MISSOURI,220.0,13000.0,15.0,2.2,11.8,4.2,6.0,6.3,13.1,910.0,7.0,,
2015_Q2,MISSOURI,1900.0,12500.0,4.0,3.1,1.0,1.6,6.2,7.4,5.1,1800.0,14.0,-3.8461538461538463,
2015_Q3,MISSOURI,700.0,14000.0,9.0,3.0,2.1,2.0,11.7,1.4,11.1,630.0,5.0,12.0,
2015_Q4,MISSOURI,30.0,13500.0,5.0,3.3,0.8,0.1,6.0,1.5,2.8,40.0,0.0,-3.571428571428571,
2016_Q1,MISSOURI,5500.0,10000.0,13.0,0.4,4.5,6.2,7.0,7.3,20.2,420.0,4.0,-25.925925925925924,
2016_Q2,MISSOURI,1800.0,12500.0,6.0,0.7,1.6,0.1,1.6,1.2,17.2,730.0,6.0,25.0,
2016_Q3,MISSOURI,480.0,13500.0,5.0,1.0,3.1,0.1,7.7,0.7,13.3,170.0,1.0,8.0,
2016_Q4,MISSOURI,1400.0,9000.0,7.0,0.2,1.5,0.0,12.6,0.7,16.1,640.0,7.0,-33.33333333333333,
2017_Q1,MISSOURI,400.0,7500.0,16.0,0.5,5.4,2.7,15.4,5.2,16.6,10.0,,-16.666666666666664,
2017_Q2,MISSOURI,1800.0,7000.0,4.0,3.0,5.1,1.0,8.9,1.9,13.4,1000.0,14.0,-6.666666666666667,
2017_Q3,MISSOURI,320.0,9000.0,6.0,2.8,1.6,34.0,36.0,35.0,77.7,310.0,3.0,28.57142857142857,
2017_Q4,MISSOURI,100.0,9500.0,9.0,1.0,4.2,0.1,14.2,1.6,16.7,230.0,2.0,5.555555555555555,
2018_Q1,MISSOURI,1400.0,8000.0,18.0,0.3,26.5,3.5,77.8,23.9,86.0,50.0,1.0,-15.789473684210526,
2018_Q2,MISSOURI,2100.0,7000.0,6.0,0.8,8.3,1.5,13.2,2.6,11.8,800.0,11.0,-12.5,
2018_Q3,MISSOURI,260.0,10000.0,5.0,1.2,7.5,1.2,16.9,1.1,18.2,410.0,4.0,42.857142857142854,
2018_Q4,MISSOURI,170.0,10000.0,9.0,1.1,1.9,2.3,10.0,4.1,37.0,150.0,2.0,0.0,
2019_Q1,MISSOURI,80.0,8500.0,13.0,1.9,5.4,0.5,2.3,3.2,5.4,60.0,1.0,-15.0,4.0
2019_Q3,MISSOURI,260.0,10500.0,5.0,0.4,2.1,0.8,7.1,0.6,18.4,350.0,3.0,23.52941176470588,0.19047619047619047
2019_Q4,MISSOURI,260.0,10000.0,15.0,0.2,1.5,0.1,5.9,0.4,19.2,10.0,,-4.761904761904762,1.7000000000000002
2020_Q1,MISSOURI,3400.0,8500.0,65.0,0.9,2.1,1.6,3.4,3.4,8.4,0.0,0.0,-15.0,1.8823529411764703
2020_Q2,MISSOURI,2800.0,6500.0,6.0,5.7,11.2,3.1,1.5,1.9,17.4,1200.0,18.0,-23.52941176470588,3.076923076923077
2020_Q3,MISSOURI,290.0,8000.0,9.0,,2.4,1.1,8.8,2.4,30.8,820.0,10.0,23.076923076923077,3.125
2020_Q4,MISSOURI,20.0,7000.0,11.0,,3.1,0.5,7.9,0.8,13.1,110.0,2.0,-12.5,2.7142857142857144
2021_Q1,MISSOURI,110.0,5500.0,16.0,,13.1,0.8,5.6,5.3,16.6,40.0,1.0,-21.428571428571427,2.909090909090909
2021_Q2,MISSOURI,2300.0,4800.0,14.0,1.8,8.3,0.9,8.8,4.8,21.9,670.0,14.0,-12.727272727272727,0.8333333333333334
2021_Q3,MISSOURI,420.0,7000.0,7.0,,2.1,1.3,14.4,8.7,24.0,900.0,13.0,45.83333333333333,0.7142857142857143
2021_Q4,MISSOURI,190.0,7500.0,8.0,,1.3,1.1,6.3,0.8,17.3,120.0,2.0,7.142857142857142,3.4666666666666663
2022_Q1,MISSOURI,310.0,11000.0,7.0,,5.3,0.5,8.6,5.2,11.1,570.0,5.0,46.666666666666664,1.4545454545454546
2022_Q2,MISSOURI,6000.0,10500.0,14.0,0.8,2.6,0.5,3.0,1.6,11.5,4800.0,46.0,-4.545454545454546,1.0476190476190477
2022_Q3,MISSOURI,250.0,8500.0,8.0,,14.7,0.8,13.1,,20.4,360.0,4.0,-19.047619047619047,3.294117647058824
2022_Q4,MISSOURI,220.0,7000.0,5.0,0.0,2.2,0.0,8.8,1.0,12.5,300.0,4.0,-17.647058823529413,0.7142857142857143
2023_Q1,MISSOURI,3900.0,6500.0,14.0,0.0,3.6,0.0,4.3,9.5,12.7,100.0,2.0,-7.142857142857142,2.307692307692308
2023_Q2,MISSOURI,4600.0,9500.0,4.0,0.8,4.8,0.5,6.4,3.4,13.1,910.0,10.0,46.15384615384615,0.42105263157894735
2015_Q1,MONTANA,1400.0,36000.0,6.0,0.6,2.3,0.8,0.5,7.9,8.7,1100.0,3.0,,
2015_Q2,MONTANA,14000.0,210000.0,2.0,0.8,1.6,5.3,0.9,0.0,9.0,33000.0,16.0,483.3333333333333,
2015_Q3,MONTANA,3200.0,156000.0,7.0,10.7,6.4,2.3,16.4,5.3,52.5,10000.0,6.0,-25.71428571428571,
2015_Q4,MONTANA,1000.0,123000.0,8.0,14.4,3.2,11.4,19.8,13.9,35.5,80.0,0.0,-21.153846153846153,
2016_Q1,MONTANA,24000.0,65000.0,1.0,0.0,0.1,0.5,0.0,0.0,0.6,0.0,0.0,-47.15447154471545,
2016_Q2,MONTANA,25000.0,157000.0,4.0,4.5,6.9,3.9,7.1,0.2,30.3,13500.0,9.0,141.53846153846155,
2016_Q3,MONTANA,4100.0,158000.0,7.0,7.0,6.1,6.9,8.8,1.4,41.9,6500.0,4.0,0.6369426751592357,
2016_Q4,MONTANA,2700.0,124000.0,13.0,32.9,33.3,13.7,39.4,33.1,59.1,0.0,0.0,-21.518987341772153,
2017_Q1,MONTANA,3100.0,46000.0,1.0,0.0,6.0,2.5,15.1,0.1,34.0,6000.0,13.0,-62.903225806451616,
2017_Q2,MONTANA,18000.0,135000.0,3.0,4.2,4.4,3.5,4.0,0.6,20.0,18000.0,13.0,193.47826086956522,
2017_Q3,MONTANA,3100.0,161000.0,11.0,6.9,19.1,2.2,6.7,2.0,42.3,23000.0,14.0,19.25925925925926,
2017_Q4,MONTANA,5500.0,121000.0,11.0,3.1,5.3,5.9,4.1,4.1,54.2,2900.0,2.0,-24.84472049689441,
2018_Q1,MONTANA,840.0,60000.0,,,0.1,26.1,,0.1,28.9,0.0,0.0,-50.413223140495866,
2018_Q2,MONTANA,17000.0,176000.0,3.0,3.3,0.9,1.7,4.7,1.2,42.9,22000.0,13.0,193.33333333333334,
2018_Q3,MONTANA,3100.0,153000.0,12.0,18.0,21.8,6.8,18.5,2.7,43.8,22000.0,14.0,-13.068181818181818,
2018_Q4,MONTANA,3100.0,102000.0,5.0,5.6,2.9,17.5,13.0,,40.7,500.0,,-33.33333333333333,
2019_Q1,MONTANA,1700.0,68000.0,5.0,0.0,0.8,0.8,,1.1,15.1,1900.0,3.0,-33.33333333333333,0.9117647058823529
2019_Q3,MONTANA,3600.0,154000.0,12.0,10.6,4.1,6.1,10.0,1.0,28.0,12500.0,8.0,126.47058823529412,0.7792207792207793
