Quarter,State,"HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>"
2018_Q1,ILLINOIS,1000.0,10500.0,,2400.0,23.0,3.6,10.4,3.5,11.2,10.9,25.7,630.0,6.0
2018_Q1,INDIANA,300.0,8000.0,,1000.0,13.0,3.0,9.9,0.5,8.3,3.7,33.4,30.0,
2018_Q1,IOWA,270.0,44000.0,,2100.0,5.0,0.3,0.6,0.6,1.1,1.4,5.3,110.0,
2018_Q1,KANSAS,370.0,3700.0,,950.0,26.0,1.0,27.9,4.3,20.3,9.1,63.0,410.0,11.0
2018_Q1,WYOMING,70.0,9000.0,,220.0,2.0,0.1,1.9,0.0,0.3,0.9,0.8,0.0,0.0
2018_Q1,LOUISIANA,4100.0,52000.0,,3600.0,7.0,0.2,4.5,0.7,0.7,1.6,4.9,320.0,1.0
2018_Q1,MAINE,20.0,1900.0,,410.0,22.0,0.2,5.2,0.0,0.6,7.4,23.6,30.0,2.0
2018_Q1,MARYLAND,400.0,8000.0,,1600.0,20.0,4.4,14.3,1.5,5.6,3.1,18.2,190.0,2.0
2018_Q1,MASSACHUSETTS,240.0,3700.0,,1000.0,27.0,0.8,9.6,0.8,1.1,7.4,19.6,290.0,8.0
2018_Q1,MICHIGAN,4000.0,37000.0,,7000.0,19.0,0.7,12.0,7.4,3.5,5.9,21.4,3900.0,11.0
2018_Q1,MISSISSIPPI,28000.0,32000.0,,2000.0,6.0,,2.4,0.6,4.8,34.4,7.0,5500.0,17.0
2018_Q1,MISSOURI,1400.0,8000.0,,1400.0,18.0,0.3,26.5,3.5,77.8,23.9,86.0,50.0,1.0
2018_Q1,NEBRASKA,0.0,14000.0,,430.0,3.0,0.0,1.7,2.8,1.6,0.9,4.5,0.0,0.0
2018_Q1,KENTUCKY,760.0,5500.0,,1200.0,22.0,0.9,8.0,11.0,29.6,5.9,43.0,20.0,
2018_Q1,CALIFORNIA,205000.0,1540000.0,,215000.0,14.0,4.8,8.0,11.5,11.3,4.9,41.3,133000.0,9.0
2018_Q1,ARKANSAS,540.0,22000.0,,7500.0,34.0,1.0,4.6,23.0,9.6,13.9,21.1,810.0,4.0
2018_Q2,MISSOURI,2100.0,7000.0,,390.0,6.0,0.8,8.3,1.5,13.2,2.6,11.8,800.0,11.0
2018_Q2,NEBRASKA,4000.0,46000.0,,2100.0,5.0,1.4,9.0,4.2,1.4,5.5,5.0,900.0,2.0
2018_Q2,NEW JERSEY,1300.0,15000.0,,270.0,2.0,,3.4,0.1,3.3,0.1,16.5,170.0,1.0
2018_Q2,NEW MEXICO,1700.0,4300.0,,50.0,1.0,0.3,0.2,0.0,0.1,1.0,0.3,450.0,10.0
2018_Q2,NEW YORK,11000.0,42000.0,,2700.0,6.0,15.0,16.7,6.6,20.0,3.7,39.6,2400.0,6.0
2018_Q2,NORTH CAROLINA,4100.0,17500.0,,2500.0,14.0,0.5,14.6,2.4,2.6,0.8,9.7,800.0,5.0
2018_Q2,NORTH DAKOTA,23000.0,460000.0,,23000.0,5.0,4.9,4.9,4.7,7.9,4.3,34.8,64000.0,14.0
2018_Q2,OHIO,9000.0,13000.0,,1500.0,12.0,1.7,21.6,2.7,30.7,1.5,38.8,2100.0,16.0
2018_Q2,OKLAHOMA,10500.0,15500.0,,1700.0,11.0,9.6,12.4,26.7,10.9,0.1,60.2,6500.0,42.0
2018_Q2,OREGON,17500.0,107000.0,,3400.0,3.0,8.1,15.6,6.6,3.5,0.2,46.1,24000.0,22.0
2018_Q2,OTHER STATES,1750.0,8670.0,,380.0,4.0,0.9,3.5,,0.9,0.2,19.8,1030.0,12.0
2018_Q2,PENNSYLVANIA,6000.0,19500.0,,1100.0,6.0,2.2,1.6,2.0,16.0,1.9,31.3,1600.0,8.0
2018_Q2,SOUTH CAROLINA,2600.0,14000.0,,1300.0,9.0,0.7,10.0,1.6,3.5,3.0,14.2,4000.0,29.0
2018_Q2,SOUTH DAKOTA,12500.0,169000.0,,17000.0,10.0,7.3,37.5,3.8,40.4,,55.1,65000.0,38.0
2018_Q2,TENNESSEE,3800.0,8000.0,,1200.0,15.0,3.0,6.2,3.4,22.9,2.5,30.0,1300.0,16.0
2018_Q2,TEXAS,79000.0,315000.0,,38000.0,12.0,8.1,8.5,4.5,17.7,14.6,26.5,71000.0,23.0
2018_Q2,UTAH,9500.0,26000.0,,1900.0,7.0,2.0,1.4,1.7,3.7,1.9,43.5,4100.0,16.0
2018_Q2,VERMONT,2600.0,6500.0,,520.0,8.0,0.7,1.8,16.7,1.5,0.1,21.8,140.0,2.0
2018_Q2,WYOMING,5500.0,28000.0,,2300.0,8.0,2.1,2.7,2.1,0.1,3.7,9.6,2200.0,8.0
2018_Q2,WISCONSIN,12000.0,56000.0,,6500.0,12.0,18.3,29.5,27.1,16.9,0.8,32.1,7000.0,13.0
2018_Q2,VIRGINIA,2600.0,6000.0,,500.0,8.0,3.2,23.1,1.3,18.8,1.5,22.7,700.0,12.0
2018_Q2,MONTANA,17000.0,176000.0,,5500.0,3.0,3.3,0.9,1.7,4.7,1.2,42.9,22000.0,13.0
2018_Q2,WEST VIRGINIA,2300.0,7000.0,,570.0,8.0,0.9,13.6,2.9,7.5,7.9,13.8,550.0,8.0
2018_Q2,MISSISSIPPI,4000.0,50000.0,,3400.0,7.0,0.0,3.5,0.2,26.2,2.2,44.6,7000.0,14.0
2018_Q2,HAWAII,330.0,16500.0,,380.0,2.0,0.4,0.8,0.0,91.9,0.2,88.3,3100.0,19.0
2018_Q2,ALABAMA,1700.0,8500.0,,650.0,8.0,1.3,9.4,14.4,27.3,2.1,25.2,710.0,8.0
2018_Q2,ARIZONA,14000.0,19500.0,,2600.0,13.0,32.8,14.3,0.8,7.2,4.1,73.8,2100.0,11.0
2018_Q2,ARKANSAS,13000.0,16000.0,,2000.0,13.0,0.7,17.0,2.2,12.8,13.2,30.9,1900.0,12.0
2018_Q2,CALIFORNIA,172000.0,1200000.0,,110000.0,9.0,11.1,9.0,13.7,10.2,5.0,41.5,255000.0,21.0
2018_Q2,COLORADO,12500.0,27000.0,,3000.0,11.0,12.7,4.2,3.6,,0.5,41.7,4700.0,17.0
2018_Q2,CONNECTICUT,340.0,3600.0,,120.0,3.0,0.4,0.8,0.8,0.9,0.4,11.1,170.0,5.0
2018_Q2,FLORIDA,49000.0,275000.0,,56000.0,20.0,9.6,10.1,15.5,27.5,21.1,45.3,68000.0,25.0
2018_Q2,GEORGIA,35000.0,137000.0,,18000.0,13.0,13.8,31.4,14.8,25.9,10.1,53.0,16000.0,12.0
2018_Q2,MINNESOTA,42000.0,116000.0,,8500.0,7.0,7.2,8.0,6.0,9.3,20.7,12.9,25000.0,22.0
2018_Q2,IDAHO,14500.0,94000.0,,6500.0,7.0,3.0,4.1,18.5,3.7,4.4,51.6,29000.0,31.0
2018_Q2,WASHINGTON,15500.0,122000.0,,7500.0,6.0,7.6,7.1,7.6,9.4,0.6,55.9,19000.0,16.0
2018_Q2,INDIANA,4000.0,9500.0,,1800.0,19.0,0.4,1.3,4.5,3.5,1.1,78.0,730.0,8.0
2018_Q2,IOWA,15500.0,47000.0,,4300.0,9.0,0.9,8.4,7.9,9.3,0.3,12.7,4800.0,10.0
2018_Q2,KANSAS,3500.0,3900.0,,300.0,8.0,1.3,2.1,24.9,31.6,1.6,42.8,2100.0,54.0
2018_Q2,KENTUCKY,1500.0,6000.0,,910.0,15.0,0.6,4.1,1.0,20.2,5.9,40.9,560.0,9.0
2018_Q2,LOUISIANA,4900.0,48000.0,,1400.0,3.0,0.2,1.2,0.8,5.9,1.3,8.1,4000.0,8.0
2018_Q2,MAINE,430.0,23000.0,,3100.0,13.0,0.2,0.5,1.3,0.8,,1.4,790.0,3.0
2018_Q2,MARYLAND,2400.0,8000.0,,370.0,5.0,0.8,4.4,0.3,3.4,0.4,11.8,1200.0,15.0
2018_Q2,MASSACHUSETTS,910.0,8000.0,,260.0,3.0,1.0,2.0,1.4,1.1,2.1,6.3,350.0,4.0
2018_Q2,MICHIGAN,23000.0,70000.0,,7500.0,11.0,10.8,12.7,11.7,18.6,9.8,75.4,8500.0,12.0
2018_Q2,ILLINOIS,5000.0,10500.0,,2300.0,22.0,6.7,9.9,6.6,7.8,2.4,13.7,2900.0,28.0
2018_Q3,ARKANSAS,2600.0,29000.0,,2300.0,8.0,0.1,0.5,17.6,7.8,0.6,29.9,840.0,3.0
2018_Q3,ARIZONA,3200.0,31000.0,,8000.0,26.0,4.5,15.0,3.8,2.3,27.6,52.5,3100.0,10.0
2018_Q3,ALABAMA,1600.0,8500.0,,1700.0,20.0,0.7,7.8,14.6,69.4,6.8,77.5,1300.0,15.0
2018_Q3,WYOMING,1800.0,34000.0,,3900.0,11.0,2.2,3.3,9.0,2.8,4.0,35.4,3900.0,11.0
2018_Q3,OTHER STATES,480.0,9990.0,,890.0,9.0,1.3,4.9,2.9,2.4,0.7,22.8,440.0,4.0
2018_Q3,NEW JERSEY,250.0,14000.0,,320.0,2.0,0.2,1.0,0.1,5.1,0.4,12.3,220.0,2.0
2018_Q3,NEW MEXICO,3800.0,7000.0,,1200.0,17.0,0.0,0.4,12.3,0.0,0.2,0.0,1000.0,14.0
2018_Q3,NORTH CAROLINA,2600.0,18000.0,,2200.0,12.0,11.4,11.4,8.4,17.9,3.1,66.0,2000.0,11.0
2018_Q3,NORTH DAKOTA,23000.0,490000.0,,59000.0,12.0,9.6,10.9,10.4,11.5,1.2,52.6,14500.0,3.0
2018_Q3,OHIO,1300.0,16000.0,,1300.0,8.0,2.6,11.9,1.3,40.9,1.2,58.9,2100.0,13.0
2018_Q3,OKLAHOMA,20.0,2100.0,,370.0,18.0,0.1,17.2,23.5,51.1,23.4,59.6,10.0,
2018_Q3,OREGON,3000.0,117000.0,,13000.0,11.0,7.0,10.7,45.1,2.8,0.8,57.2,49000.0,42.0
2018_Q3,PENNSYLVANIA,2900.0,21000.0,,860.0,4.0,1.9,1.7,1.6,8.1,2.6,23.5,2300.0,11.0
2018_Q3,NEBRASKA,8500.0,54000.0,,6500.0,12.0,5.9,4.3,6.5,3.2,4.0,24.1,5000.0,9.0
2018_Q3,SOUTH CAROLINA,670.0,11500.0,,1400.0,12.0,0.7,7.6,32.4,53.4,0.9,76.8,1100.0,10.0
2018_Q3,TENNESSEE,540.0,9000.0,,900.0,10.0,0.7,5.6,13.2,53.2,2.1,70.6,1000.0,11.0
2018_Q3,TEXAS,7500.0,124000.0,,7500.0,6.0,0.4,2.8,6.2,4.4,0.9,18.8,9500.0,8.0
2018_Q3,UTAH,970.0,30000.0,,4400.0,15.0,0.1,1.0,0.2,15.5,0.7,34.0,1400.0,5.0
2018_Q3,VERMONT,1200.0,7000.0,,90.0,1.0,4.3,0.3,24.1,4.9,0.0,29.3,80.0,1.0
2018_Q3,VIRGINIA,1000.0,7500.0,,610.0,8.0,2.6,11.6,7.7,28.5,1.7,39.0,990.0,13.0
2018_Q3,WASHINGTON,7000.0,84000.0,,12000.0,14.0,0.6,9.9,2.7,0.6,2.8,7.1,3600.0,4.0
2018_Q3,WISCONSIN,2400.0,69000.0,,10000.0,14.0,2.6,6.1,19.5,32.7,4.3,54.4,3800.0,6.0
2018_Q3,WEST VIRGINIA,170.0,8000.0,,520.0,7.0,0.3,6.8,0.3,52.6,2.1,57.0,1200.0,15.0
2018_Q3,SOUTH DAKOTA,8000.0,197000.0,,22000.0,11.0,3.3,45.0,8.5,32.9,1.6,54.7,6500.0,3.0
2018_Q3,MONTANA,3100.0,153000.0,,18500.0,12.0,18.0,21.8,6.8,18.5,2.7,43.8,22000.0,14.0
2018_Q3,NEW YORK,3600.0,56000.0,,3900.0,7.0,18.6,22.9,24.4,20.6,10.2,40.7,3700.0,7.0
2018_Q3,MISSISSIPPI,110.0,16500.0,,2900.0,18.0,,7.5,0.5,8.6,7.2,25.2,650.0,4.0
2018_Q3,CALIFORNIA,63000.0,700000.0,,73000.0,10.0,4.5,12.0,17.8,6.6,3.6,57.3,141000.0,20.0
2018_Q3,COLORADO,1500.0,35000.0,,5000.0,14.0,5.6,8.5,2.9,16.6,4.5,72.6,5000.0,14.0
2018_Q3,CONNECTICUT,80.0,3200.0,,130.0,4.0,0.0,2.5,1.4,0.0,1.2,13.0,310.0,10.0
2018_Q3,FLORIDA,53000.0,220000.0,,30000.0,14.0,4.2,14.3,7.6,20.5,9.8,35.0,40000.0,18.0
2018_Q3,GEORGIA,27000.0,138000.0,,17000.0,12.0,2.4,6.0,27.7,20.4,7.2,49.8,33000.0,24.0
2018_Q3,HAWAII,1700.0,16500.0,,1800.0,11.0,0.1,0.1,0.1,89.4,0.0,88.3,3000.0,18.0
2018_Q3,MISSOURI,260.0,10000.0,,540.0,5.0,1.2,7.5,1.2,16.9,1.1,18.2,410.0,4.0
2018_Q3,ILLINOIS,700.0,11000.0,,660.0,6.0,2.1,1.5,5.1,10.6,7.0,21.2,420.0,4.0
2018_Q3,INDIANA,520.0,11500.0,,990.0,9.0,1.4,5.0,20.6,12.2,0.5,29.5,1200.0,10.0
2018_Q3,IOWA,1200.0,57000.0,,3600.0,6.0,8.5,1.9,0.4,9.8,0.4,29.9,990.0,2.0
2018_Q3,IDAHO,15000.0,101000.0,,14000.0,14.0,14.6,13.8,26.5,5.4,5.7,83.6,21000.0,21.0
2018_Q3,MINNESOTA,1600.0,127000.0,,29000.0,23.0,6.0,9.3,28.4,12.4,8.1,44.5,6500.0,5.0
2018_Q3,KENTUCKY,300.0,7000.0,,840.0,12.0,1.6,4.5,1.5,26.5,7.6,47.1,660.0,9.0
2018_Q3,LOUISIANA,1600.0,53000.0,,1900.0,4.0,0.2,1.0,1.7,29.9,1.6,31.3,2300.0,4.0
2018_Q3,MAINE,60.0,12500.0,,890.0,7.0,1.1,3.5,0.0,1.0,0.5,37.0,170.0,1.0
2018_Q3,MARYLAND,580.0,7500.0,,360.0,5.0,0.3,1.1,0.6,6.0,3.8,11.7,680.0,9.0
2018_Q3,MASSACHUSETTS,850.0,10000.0,,2200.0,22.0,10.7,1.1,10.1,11.2,10.3,75.9,730.0,7.0
2018_Q3,MICHIGAN,3000.0,88000.0,,8000.0,9.0,1.1,19.5,23.8,13.8,18.6,92.4,22000.0,25.0
2018_Q3,KANSAS,300.0,6000.0,,950.0,16.0,6.6,23.7,8.0,51.1,7.9,76.8,180.0,3.0
2018_Q4,KENTUCKY,60.0,7000.0,,2000.0,29.0,1.2,5.5,6.8,41.9,4.3,57.1,430.0,6.0
2018_Q4,LOUISIANA,130.0,52000.0,,2600.0,5.0,0.3,1.0,5.9,6.7,1.7,16.6,200.0,
2018_Q4,MAINE,210.0,12000.0,,1400.0,12.0,,1.2,0.0,5.1,0.1,9.3,880.0,7.0
2018_Q4,MINNESOTA,2500.0,86000.0,,11500.0,13.0,4.2,3.8,7.9,5.2,2.4,28.4,590.0,1.0
2018_Q4,MASSACHUSETTS,110.0,4900.0,,650.0,13.0,8.1,3.4,9.4,9.2,5.3,33.2,320.0,7.0
2018_Q4,MICHIGAN,3900.0,77000.0,,6000.0,8.0,15.6,2.4,15.1,31.2,6.6,52.0,1800.0,2.0
2018_Q4,KANSAS,420.0,5500.0,,1000.0,18.0,26.0,1.6,43.7,31.3,26.4,62.0,10.0,
2018_Q4,MARYLAND,60.0,9000.0,,690.0,8.0,0.3,4.9,1.2,5.3,1.7,16.6,90.0,1.0
2018_Q4,IOWA,630.0,21000.0,,4200.0,20.0,8.9,29.4,31.6,27.2,5.6,55.1,80.0,
2018_Q4,WYOMING,220.0,32000.0,,2700.0,8.0,2.6,1.0,6.8,7.9,1.4,43.9,0.0,0.0
2018_Q4,ILLINOIS,600.0,12000.0,,1400.0,12.0,2.4,6.9,2.8,13.1,5.7,27.2,350.0,3.0
2018_Q4,IDAHO,9000.0,159000.0,,15000.0,9.0,9.6,7.0,15.9,47.4,4.5,64.9,910.0,1.0
2018_Q4,HAWAII,1700.0,16000.0,,940.0,6.0,,0.1,0.0,83.3,0.0,70.5,6000.0,38.0
2018_Q4,GEORGIA,6500.0,164000.0,,19500.0,12.0,9.2,5.6,6.9,17.4,7.8,41.4,49000.0,30.0
2018_Q4,FLORIDA,53000.0,290000.0,,43000.0,15.0,9.0,8.0,14.1,22.4,6.7,46.7,20000.0,7.0
2018_Q4,CONNECTICUT,0.0,3500.0,,220.0,6.0,2.3,4.2,0.9,3.6,2.3,12.5,60.0,2.0
2018_Q4,COLORADO,370.0,30000.0,,3500.0,12.0,1.0,6.1,,5.9,1.2,73.2,10.0,
2018_Q4,CALIFORNIA,86000.0,1200000.0,,170000.0,14.0,9.8,9.3,11.6,16.6,7.1,44.1,46000.0,4.0
2018_Q4,MISSISSIPPI,330.0,25000.0,,2000.0,8.0,0.2,3.0,0.5,6.7,4.5,26.5,50.0,
2018_Q4,INDIANA,40.0,9000.0,,3300.0,37.0,23.8,35.4,64.6,21.3,2.3,51.3,1200.0,13.0
2018_Q4,ALABAMA,210.0,6500.0,,830.0,13.0,1.3,3.4,1.5,20.5,7.5,20.6,1300.0,20.0
2018_Q4,WASHINGTON,5500.0,81000.0,,11000.0,14.0,11.7,3.3,4.9,0.5,1.3,34.5,1400.0,2.0
2018_Q4,MONTANA,3100.0,102000.0,,5500.0,5.0,5.6,2.9,17.5,13.0,,40.7,500.0,
2018_Q4,WISCONSIN,1600.0,48000.0,,8500.0,18.0,1.5,7.6,24.5,28.3,5.2,29.9,530.0,1.0
2018_Q4,WEST VIRGINIA,50.0,7000.0,,1200.0,17.0,0.6,4.2,7.2,15.2,6.8,29.5,70.0,1.0
2018_Q4,ARIZONA,2200.0,27000.0,,5000.0,19.0,3.1,7.1,,8.3,3.0,20.6,330.0,1.0
2018_Q4,VIRGINIA,80.0,7000.0,,1100.0,16.0,12.1,5.8,13.1,38.4,2.8,57.1,1300.0,19.0
2018_Q4,VERMONT,10.0,6500.0,,170.0,3.0,0.0,0.8,0.0,1.3,0.7,6.2,20.0,
2018_Q4,UTAH,180.0,27000.0,,3400.0,13.0,5.5,6.5,8.0,9.8,4.9,48.0,400.0,1.0
2018_Q4,TEXAS,11000.0,260000.0,,17000.0,7.0,5.5,6.2,3.0,18.5,3.7,18.6,70.0,
2018_Q4,TENNESSEE,30.0,8500.0,,1900.0,22.0,1.9,9.1,11.4,20.8,5.1,49.8,370.0,4.0
2018_Q4,SOUTH DAKOTA,2000.0,140000.0,,21000.0,15.0,7.0,2.1,1.6,1.3,2.5,12.8,430.0,
2018_Q4,SOUTH CAROLINA,770.0,12500.0,,1500.0,12.0,0.3,1.3,1.4,16.1,5.5,32.2,790.0,6.0
2018_Q4,PENNSYLVANIA,270.0,21000.0,,4000.0,19.0,6.7,7.8,13.0,10.7,5.4,26.9,1500.0,7.0
2018_Q4,OTHER STATES,20.0,8670.0,,1150.0,13.0,0.2,1.5,5.4,0.2,5.4,12.7,500.0,6.0
2018_Q4,OREGON,10500.0,101000.0,,13000.0,13.0,16.0,0.9,14.8,4.6,0.2,44.1,12000.0,12.0
2018_Q4,OKLAHOMA,60.0,57000.0,,2500.0,4.0,,,0.0,0.4,0.3,13.1,20.0,
2018_Q4,OHIO,170.0,15500.0,,2100.0,14.0,0.1,2.4,8.1,5.8,9.9,29.3,450.0,3.0
2018_Q4,NORTH DAKOTA,7500.0,435000.0,,29000.0,7.0,8.1,4.3,10.6,9.4,4.6,29.5,1500.0,
2018_Q4,NORTH CAROLINA,250.0,16000.0,,2700.0,17.0,3.8,11.1,2.0,10.4,5.2,53.0,300.0,2.0
2018_Q4,NEW YORK,1000.0,53000.0,,4400.0,8.0,7.8,7.8,2.4,4.5,0.7,26.0,1500.0,3.0
2018_Q4,NEW MEXICO,50.0,8000.0,,3000.0,38.0,3.7,8.0,0.1,0.8,1.2,81.3,0.0,0.0
2018_Q4,NEW JERSEY,30.0,15500.0,,1300.0,8.0,0.1,5.4,0.0,3.2,0.3,14.0,80.0,1.0
2018_Q4,NEBRASKA,7000.0,45000.0,,5000.0,11.0,0.7,2.9,0.3,0.7,1.0,3.0,840.0,2.0
2018_Q4,MISSOURI,170.0,10000.0,,880.0,9.0,1.1,1.9,2.3,10.0,4.1,37.0,150.0,2.0
2018_Q4,ARKANSAS,110.0,31000.0,,6000.0,19.0,0.0,5.3,73.5,7.1,2.2,82.8,230.0,1.0
2019_Q1,COLORADO,0.0,7500.0,1500.0,320.0,4.0,0.0,2.5,0.0,0.3,0.6,11.2,0.0,0.0
2019_Q1,WISCONSIN,580.0,17000.0,800.0,3700.0,22.0,0.7,13.8,1.1,3.2,5.0,15.9,100.0,1.0
2019_Q1,NEBRASKA,0.0,16500.0,1500.0,2500.0,15.0,32.0,2.2,0.8,1.3,0.1,32.3,0.0,0.0
2019_Q1,NEW JERSEY,130.0,6000.0,0.0,310.0,5.0,0.0,3.5,0.0,4.4,0.6,15.3,60.0,1.0
2019_Q1,NEW MEXICO,0.0,4800.0,0.0,170.0,4.0,0.6,1.4,0.0,1.1,0.3,3.5,0.0,0.0
2019_Q1,NEW YORK,110.0,24000.0,750.0,3400.0,14.0,1.7,7.7,1.7,2.5,9.0,10.6,80.0,
2019_Q1,NORTH CAROLINA,750.0,14500.0,350.0,1700.0,12.0,0.2,2.2,0.7,2.0,3.4,16.4,890.0,6.0
2019_Q1,NORTH DAKOTA,0.0,102000.0,1600.0,1100.0,1.0,0.0,0.4,6.5,0.0,1.3,6.9,1300.0,1.0
2019_Q1,OHIO,1700.0,12500.0,1500.0,3500.0,28.0,11.1,6.7,1.1,9.9,3.1,49.3,440.0,4.0
2019_Q1,OKLAHOMA,20.0,55000.0,10.0,50.0,,0.0,,0.0,0.3,,7.7,0.0,0.0
2019_Q1,OREGON,8000.0,95000.0,2300.0,7500.0,8.0,0.2,2.7,0.2,0.1,0.5,18.0,1800.0,2.0
2019_Q1,OTHER STATES,70.0,6070.0,140.0,590.0,10.0,0.3,2.1,0.0,1.8,1.6,6.9,30.0,0.0
2019_Q1,PENNSYLVANIA,370.0,15000.0,1200.0,2900.0,19.0,3.7,7.5,4.0,4.6,9.5,15.3,320.0,2.0
2019_Q1,SOUTH CAROLINA,2000.0,13000.0,110.0,690.0,5.0,,12.4,1.7,14.5,1.0,18.5,340.0,3.0
2019_Q1,SOUTH DAKOTA,0.0,18500.0,2400.0,1100.0,6.0,0.0,0.8,2.5,,2.2,0.8,0.0,0.0
2019_Q1,TENNESSEE,240.0,7000.0,320.0,1500.0,21.0,5.1,7.7,0.9,23.6,7.1,62.8,320.0,5.0
2019_Q1,TEXAS,61000.0,330000.0,600.0,17000.0,5.0,5.3,6.9,8.3,6.5,3.0,26.1,35000.0,11.0
2019_Q1,UTAH,900.0,11000.0,3200.0,1800.0,16.0,0.1,0.3,0.0,0.0,8.8,22.9,0.0,0.0
2019_Q1,VERMONT,50.0,6500.0,40.0,260.0,4.0,2.4,0.2,0.0,0.1,1.2,6.2,,
2019_Q1,VIRGINIA,80.0,5500.0,150.0,1100.0,20.0,0.8,3.9,0.3,12.8,9.3,16.6,110.0,2.0
2019_Q1,WASHINGTON,5500.0,75000.0,5500.0,7000.0,9.0,0.6,0.8,0.3,0.8,0.2,22.3,2200.0,3.0
2019_Q1,MONTANA,1700.0,68000.0,620.0,3500.0,5.0,0.0,0.8,0.8,,1.1,15.1,1900.0,3.0
2019_Q1,WEST VIRGINIA,20.0,7000.0,530.0,1300.0,19.0,1.1,5.0,0.2,3.2,1.3,10.3,60.0,1.0
2019_Q1,MISSOURI,80.0,8500.0,340.0,1100.0,13.0,1.9,5.4,0.5,2.3,3.2,5.4,60.0,1.0
2019_Q1,MINNESOTA,80.0,43000.0,1900.0,2200.0,5.0,1.9,2.0,0.0,0.2,0.8,1.3,470.0,1.0
2019_Q1,ALABAMA,800.0,5500.0,140.0,650.0,12.0,1.8,3.1,0.3,22.7,9.0,27.2,200.0,4.0
2019_Q1,ARIZONA,430.0,22000.0,1500.0,2500.0,11.0,6.5,8.4,16.2,7.9,0.2,25.8,90.0,
2019_Q1,ARKANSAS,20.0,28000.0,320.0,6500.0,23.0,3.3,0.7,55.3,1.5,2.9,19.5,20.0,
2019_Q1,CALIFORNIA,83000.0,1580000.0,14000.0,235000.0,15.0,6.4,8.7,12.3,13.4,5.6,43.5,86000.0,5.0
2019_Q1,CONNECTICUT,170.0,3100.0,90.0,270.0,9.0,0.0,3.6,0.0,1.3,1.7,10.1,10.0,
2019_Q1,FLORIDA,41000.0,315000.0,3900.0,46000.0,15.0,5.5,7.4,22.9,24.8,5.5,46.9,16500.0,5.0
2019_Q1,GEORGIA,19500.0,129000.0,2300.0,14500.0,11.0,7.4,10.6,9.6,17.8,4.9,69.6,8000.0,6.0
2019_Q1,HAWAII,660.0,16500.0,80.0,390.0,2.0,0.1,2.9,0.7,64.9,0.0,72.1,3700.0,22.0
2019_Q1,IDAHO,4600.0,145000.0,3700.0,12500.0,9.0,8.0,8.6,9.2,8.0,,24.5,1100.0,1.0
2019_Q1,ILLINOIS,210.0,9000.0,530.0,2300.0,26.0,3.1,15.5,0.7,14.7,10.1,33.3,80.0,1.0
2019_Q1,INDIANA,440.0,6000.0,150.0,710.0,12.0,2.6,7.1,5.5,8.8,1.7,15.6,280.0,5.0
2019_Q1,IOWA,170.0,11500.0,270.0,1600.0,14.0,0.6,7.7,0.3,1.7,3.5,34.8,140.0,1.0
2019_Q1,KANSAS,370.0,4500.0,430.0,1500.0,33.0,2.5,21.6,12.2,7.8,4.0,86.9,110.0,2.0
2019_Q1,KENTUCKY,60.0,4400.0,70.0,890.0,20.0,0.1,10.7,5.3,12.9,4.6,21.6,30.0,1.0
2019_Q1,LOUISIANA,9000.0,51000.0,550.0,3500.0,7.0,0.1,1.0,0.3,1.3,0.7,57.8,16000.0,31.0
2019_Q1,MAINE,10.0,7000.0,10.0,470.0,7.0,0.0,1.4,0.0,0.1,0.8,2.3,30.0,
2019_Q1,MARYLAND,30.0,8000.0,50.0,2300.0,29.0,0.2,10.1,,5.1,2.4,12.6,10.0,
2019_Q1,MASSACHUSETTS,60.0,3800.0,50.0,680.0,18.0,0.0,6.3,4.3,0.0,0.9,10.3,20.0,1.0
2019_Q1,MICHIGAN,0.0,33000.0,3300.0,6500.0,20.0,1.5,12.2,0.2,5.8,0.7,18.2,0.0,0.0
