Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2021_Q3,MASSACHUSETTS,1700.0,13000.0,8.0,0.6,0.5,1.5,8.7,4.5,23.0,1200.0,9.0,8.33,0.15
2021_Q4,MASSACHUSETTS,20.0,10500.0,3.0,0.5,0.0,0.0,0.0,0.6,5.4,50.0,0.0,-19.23,0.19
2022_Q1,MASSACHUSETTS,350.0,6000.0,16.0,0.7,1.6,0.0,2.9,2.7,13.4,510.0,9.0,-42.86,0.67
2022_Q2,MASSACHUSETTS,1200.0,10500.0,3.0,1.3,0.8,0.5,1.2,0.5,4.7,890.0,8.0,75.0,0.38
2022_Q3,MASSACHUSETTS,350.0,9000.0,4.0,1.5,7.5,0.0,4.9,0.0,20.8,610.0,7.0,-14.29,1.56
2022_Q4,MASSACHUSETTS,140.0,6000.0,4.0,3.0,10.6,1.5,0.7,2.0,29.8,160.0,3.0,-33.33,0.33
2023_Q1,MASSACHUSETTS,180.0,8000.0,10.0,1.5,5.2,0.0,2.7,1.8,9.6,80.0,1.0,33.33,1.38
2023_Q2,MASSACHUSETTS,1300.0,10500.0,14.0,0.7,10.6,0.0,0.0,1.6,28.2,510.0,5.0,31.25,0.57
2015_Q1,MICHIGAN,7500.0,60000.0,19.0,1.1,8.3,1.6,3.1,4.6,14.3,2400.0,4.0,,
2015_Q2,MICHIGAN,13500.0,88000.0,11.0,0.6,16.4,9.1,13.0,3.1,26.9,5500.0,6.0,46.67,
2015_Q3,MICHIGAN,3300.0,89000.0,8.0,7.3,1.8,13.7,16.3,8.8,44.6,3800.0,4.0,1.14,
2015_Q4,MICHIGAN,210.0,73000.0,12.0,0.0,3.2,4.1,4.1,3.7,30.2,1600.0,2.0,-17.98,
2016_Q1,MICHIGAN,2300.0,42000.0,12.0,0.0,1.3,0.5,0.2,11.3,5.9,80.0,0.0,-42.47,
2016_Q2,MICHIGAN,13500.0,103000.0,7.0,1.1,11.8,16.5,9.3,1.1,54.1,3200.0,3.0,145.24,
2016_Q3,MICHIGAN,11000.0,108000.0,14.0,0.3,6.5,9.1,25.1,2.7,64.1,9500.0,9.0,4.85,
2016_Q4,MICHIGAN,10.0,101000.0,12.0,0.1,4.0,2.7,1.5,0.6,23.9,130.0,0.0,-6.48,
2017_Q1,MICHIGAN,600.0,59000.0,8.0,0.0,1.1,1.9,0.3,3.9,7.9,130.0,0.0,-41.58,
2017_Q2,MICHIGAN,20000.0,100000.0,8.0,0.2,0.9,2.1,7.2,0.5,19.1,13500.0,14.0,69.49,
2017_Q3,MICHIGAN,4300.0,109000.0,16.0,8.6,15.0,13.7,11.9,2.9,56.8,11500.0,11.0,9.0,
2017_Q4,MICHIGAN,990.0,88000.0,13.0,5.3,1.5,23.6,13.6,2.0,53.8,1900.0,2.0,-19.27,
2018_Q1,MICHIGAN,4000.0,37000.0,19.0,0.7,12.0,7.4,3.5,5.9,21.4,3900.0,11.0,-57.95,
2018_Q2,MICHIGAN,23000.0,70000.0,11.0,10.8,12.7,11.7,18.6,9.8,75.4,8500.0,12.0,89.19,
2018_Q3,MICHIGAN,3000.0,88000.0,9.0,1.1,19.5,23.8,13.8,18.6,92.4,22000.0,25.0,25.71,
2018_Q4,MICHIGAN,3900.0,77000.0,8.0,15.6,2.4,15.1,31.2,6.6,52.0,1800.0,2.0,-12.5,
2019_Q1,MICHIGAN,0.0,33000.0,20.0,1.5,12.2,0.2,5.8,0.7,18.2,0.0,0.0,-57.14,10.0
2019_Q3,MICHIGAN,3000.0,99000.0,11.0,8.7,2.1,7.3,16.4,1.5,42.7,3300.0,3.0,200.0,1.82
2019_Q4,MICHIGAN,820.0,84000.0,8.0,9.2,1.1,8.3,9.7,3.8,37.0,1500.0,2.0,-15.15,3.1
2020_Q1,MICHIGAN,10000.0,60000.0,12.0,0.0,0.0,0.0,0.5,0.7,8.1,100.0,0.0,-28.57,2.33
2020_Q2,MICHIGAN,11000.0,85000.0,2.0,2.2,3.2,6.0,11.5,1.1,38.0,10000.0,12.0,41.67,0.49
2020_Q3,MICHIGAN,37000.0,106000.0,32.0,3.4,5.9,8.9,14.5,1.0,53.1,11000.0,10.0,24.71,8.02
2020_Q4,MICHIGAN,2400.0,101000.0,10.0,5.3,3.6,3.1,5.4,4.3,42.9,1600.0,2.0,-4.72,4.46
2021_Q1,MICHIGAN,320.0,78000.0,2.0,0.0,0.7,0.0,0.0,1.6,2.3,4100.0,5.0,-22.77,4.23
2021_Q2,MICHIGAN,10000.0,112000.0,3.0,0.8,0.8,3.5,2.7,0.0,44.8,8000.0,7.0,43.59,1.16
2021_Q3,MICHIGAN,7500.0,120000.0,7.0,0.0,2.7,17.0,4.2,0.8,63.5,4800.0,4.0,7.14,2.33
2021_Q4,MICHIGAN,140.0,105000.0,6.0,0.0,0.9,3.1,2.2,1.5,8.7,2200.0,2.0,-12.5,0.95
2022_Q1,MICHIGAN,1400.0,71000.0,6.0,1.9,4.2,1.4,1.9,0.0,6.1,2500.0,4.0,-32.38,4.08
2022_Q2,MICHIGAN,13000.0,88000.0,4.0,3.1,2.8,7.1,0.0,0.0,10.6,3500.0,4.0,23.94,3.41
2022_Q3,MICHIGAN,8000.0,98000.0,16.0,2.1,3.5,4.6,2.8,1.7,25.4,5500.0,6.0,11.36,2.55
2022_Q4,MICHIGAN,8500.0,73000.0,8.0,6.3,2.6,1.5,4.3,5.3,24.9,700.0,1.0,-25.51,3.7
2023_Q1,MICHIGAN,330.0,64000.0,14.0,0.5,1.1,1.2,0.6,1.7,6.5,2100.0,3.0,-12.33,0.28
2023_Q2,MICHIGAN,9000.0,72000.0,6.0,1.8,3.3,2.1,1.7,10.3,16.5,2300.0,3.0,12.5,3.33
2015_Q1,MINNESOTA,690.0,74000.0,5.0,0.0,1.6,0.1,0.1,2.1,1.4,530.0,1.0,,
2015_Q2,MINNESOTA,20000.0,125000.0,10.0,1.4,10.1,16.5,6.2,9.3,25.4,21000.0,17.0,68.92,
2015_Q3,MINNESOTA,640.0,136000.0,24.0,7.4,7.0,27.4,14.6,7.2,33.3,2300.0,2.0,8.8,
2015_Q4,MINNESOTA,600.0,105000.0,10.0,8.4,3.8,25.0,8.7,8.9,43.6,40.0,0.0,-22.79,
2016_Q1,MINNESOTA,6000.0,38000.0,14.0,0.2,8.0,11.6,7.0,14.5,12.1,0.0,0.0,-63.81,
2016_Q2,MINNESOTA,24000.0,126000.0,10.0,6.5,8.6,18.2,6.0,7.6,20.8,4200.0,3.0,231.58,
2016_Q3,MINNESOTA,1300.0,138000.0,19.0,6.2,17.8,22.4,14.6,8.9,47.2,1900.0,1.0,9.52,
2016_Q4,MINNESOTA,0.0,114000.0,12.0,3.1,5.0,17.6,7.7,8.9,27.5,0.0,0.0,-17.39,
2017_Q1,MINNESOTA,3300.0,41000.0,9.0,0.1,9.0,0.9,0.4,5.8,2.1,0.0,0.0,-64.04,
2017_Q2,MINNESOTA,19000.0,128000.0,9.0,2.3,6.6,12.8,4.7,2.2,20.5,8500.0,7.0,212.2,
2017_Q3,MINNESOTA,1900.0,136000.0,15.0,1.8,11.6,9.4,4.7,2.3,39.8,2200.0,2.0,6.25,
2017_Q4,MINNESOTA,1900.0,98000.0,7.0,4.2,7.2,39.8,4.0,3.1,62.9,450.0,0.0,-27.94,
2018_Q1,MINNESOTA,8000.0,62000.0,6.0,1.9,1.1,0.6,0.7,1.6,2.0,2900.0,5.0,-36.73,
2018_Q2,MINNESOTA,42000.0,116000.0,7.0,7.2,8.0,6.0,9.3,20.7,12.9,25000.0,22.0,87.1,
2018_Q3,MINNESOTA,1600.0,127000.0,23.0,6.0,9.3,28.4,12.4,8.1,44.5,6500.0,5.0,9.48,
2018_Q4,MINNESOTA,2500.0,86000.0,13.0,4.2,3.8,7.9,5.2,2.4,28.4,590.0,1.0,-32.28,
2019_Q1,MINNESOTA,80.0,43000.0,5.0,1.9,2.0,0.0,0.2,0.8,1.3,470.0,1.0,-50.0,4.42
2019_Q3,MINNESOTA,5000.0,129000.0,16.0,4.0,6.6,13.4,8.2,2.1,54.9,2100.0,2.0,200.0,1.86
2019_Q4,MINNESOTA,3400.0,97000.0,16.0,1.2,1.8,6.1,7.8,4.0,37.3,60.0,0.0,-24.81,1.34
2020_Q1,MINNESOTA,1300.0,58000.0,2.0,0.0,4.3,0.0,0.0,0.0,3.5,40.0,0.0,-40.21,11.21
2020_Q2,MINNESOTA,9000.0,126000.0,10.0,0.7,4.4,8.8,2.9,0.0,20.6,2600.0,2.0,117.24,0.69
2020_Q3,MINNESOTA,1800.0,119000.0,9.0,0.0,2.2,8.2,3.7,1.7,46.3,3700.0,3.0,-5.56,1.6
2020_Q4,MINNESOTA,1200.0,105000.0,9.0,1.0,1.8,19.2,1.6,2.6,17.2,340.0,0.0,-11.76,4.76
2021_Q1,MINNESOTA,1300.0,73000.0,4.0,0.0,2.8,2.5,0.6,0.0,6.3,140.0,0.0,-30.48,8.22
2021_Q2,MINNESOTA,29000.0,98000.0,6.0,0.0,1.1,12.8,0.0,1.1,13.1,4000.0,4.0,34.25,0.74
2021_Q3,MINNESOTA,5000.0,106000.0,7.0,0.0,2.3,10.5,1.1,1.8,27.5,1300.0,1.0,8.16,2.17
2021_Q4,MINNESOTA,4900.0,100000.0,11.0,0.0,0.6,3.4,0.0,1.4,8.0,350.0,0.0,-5.66,1.9
2022_Q1,MINNESOTA,4800.0,97000.0,2.0,0.0,0.0,0.0,0.0,1.0,1.1,80.0,0.0,-3.0,5.67
2022_Q2,MINNESOTA,6000.0,110000.0,1.0,0.0,2.6,0.0,0.7,0.0,4.9,2000.0,2.0,13.4,0.37
2022_Q3,MINNESOTA,1700.0,106000.0,7.0,0.0,4.1,10.7,1.4,2.3,10.7,590.0,1.0,-3.64,3.21
2022_Q4,MINNESOTA,150.0,99000.0,5.0,0.0,0.9,3.0,0.0,1.1,9.1,110.0,0.0,-6.6,0.94
2023_Q1,MINNESOTA,4000.0,52000.0,2.0,0.8,1.3,0.0,0.0,1.4,9.2,1600.0,3.0,-47.47,11.54
2023_Q2,MINNESOTA,7500.0,76000.0,3.0,0.0,1.1,10.1,2.1,7.7,13.0,1700.0,2.0,46.15,1.84
2015_Q1,MISSISSIPPI,22000.0,76000.0,11.0,0.1,1.2,2.1,8.2,1.1,9.4,7500.0,10.0,,
2015_Q2,MISSISSIPPI,5500.0,89000.0,12.0,0.3,2.3,0.1,6.0,1.7,10.1,10000.0,11.0,17.11,
2015_Q3,MISSISSIPPI,260.0,34000.0,10.0,0.0,3.8,1.1,2.2,1.4,45.5,110.0,0.0,-61.8,
2015_Q4,MISSISSIPPI,500.0,34000.0,4.0,0.3,0.7,0.0,2.5,1.3,10.6,230.0,1.0,0.0,
2016_Q1,MISSISSIPPI,48000.0,50000.0,15.0,0.0,0.3,3.2,1.6,14.5,13.8,25000.0,50.0,47.06,
2016_Q2,MISSISSIPPI,9000.0,90000.0,4.0,1.2,1.2,2.7,2.3,0.1,12.3,61000.0,68.0,80.0,
2016_Q3,MISSISSIPPI,750.0,20000.0,17.0,1.6,5.0,1.8,3.5,4.7,27.5,740.0,4.0,-77.78,
2016_Q4,MISSISSIPPI,330.0,30000.0,8.0,0.1,2.1,0.0,6.0,2.8,21.9,60.0,0.0,50.0,
2017_Q1,MISSISSIPPI,23000.0,68000.0,4.0,0.0,0.5,0.1,35.3,1.4,41.7,7000.0,10.0,126.67,
2017_Q2,MISSISSIPPI,5500.0,89000.0,4.0,0.0,3.7,1.7,0.9,0.8,14.0,26000.0,29.0,30.88,
2017_Q3,MISSISSIPPI,250.0,24000.0,12.0,0.7,18.1,0.2,4.8,0.7,71.1,230.0,1.0,-73.03,
2017_Q4,MISSISSIPPI,280.0,22000.0,15.0,1.4,1.5,1.5,6.1,4.1,19.3,830.0,4.0,-8.33,
2018_Q1,MISSISSIPPI,28000.0,32000.0,6.0,0.0,2.4,0.6,4.8,34.4,7.0,5500.0,17.0,45.45,
2018_Q2,MISSISSIPPI,4000.0,50000.0,7.0,0.0,3.5,0.2,26.2,2.2,44.6,7000.0,14.0,56.25,
2018_Q3,MISSISSIPPI,110.0,16500.0,18.0,0.0,7.5,0.5,8.6,7.2,25.2,650.0,4.0,-67.0,
2018_Q4,MISSISSIPPI,330.0,25000.0,8.0,0.2,3.0,0.5,6.7,4.5,26.5,50.0,0.0,51.52,
2019_Q1,MISSISSIPPI,3800.0,29000.0,8.0,64.8,1.9,48.4,71.0,5.5,14.6,1700.0,6.0,16.0,0.55
2019_Q3,MISSISSIPPI,550.0,23000.0,13.0,2.4,4.0,25.4,45.6,5.1,59.1,850.0,4.0,-20.69,2.65
2019_Q4,MISSISSIPPI,350.0,29000.0,12.0,4.1,10.5,13.9,38.0,5.2,41.0,50.0,0.0,26.09,1.62
2020_Q1,MISSISSIPPI,16000.0,28000.0,18.0,0.0,14.5,1.8,50.9,3.6,58.6,660.0,2.0,-3.45,2.86
2020_Q2,MISSISSIPPI,1500.0,37000.0,12.0,0.0,8.5,0.9,57.8,0.0,93.1,570.0,2.0,32.14,0.7
2020_Q3,MISSISSIPPI,2500.0,29000.0,6.0,0.0,3.3,0.0,41.8,6.2,45.7,130.0,0.0,-21.62,3.07
2020_Q4,MISSISSIPPI,300.0,37000.0,10.0,0.0,7.8,0.6,1.5,5.9,7.8,30.0,0.0,27.59,0.81
2021_Q1,MISSISSIPPI,14000.0,36000.0,15.0,0.0,15.5,1.0,3.8,4.7,19.7,70.0,0.0,-2.7,0.83
2021_Q2,MISSISSIPPI,9500.0,35000.0,13.0,3.2,3.2,0.5,11.3,9.9,46.7,8000.0,23.0,-2.78,0.89
2021_Q3,MISSISSIPPI,770.0,18500.0,10.0,1.3,3.0,0.0,1.1,7.8,25.3,310.0,2.0,-47.14,2.49
2021_Q4,MISSISSIPPI,30.0,23000.0,13.0,0.0,0.0,5.8,8.6,8.3,27.8,240.0,1.0,24.32,2.61
2022_Q1,MISSISSIPPI,12000.0,37000.0,9.0,6.1,1.8,2.0,12.5,8.9,53.1,2300.0,6.0,60.87,1.65
2022_Q2,MISSISSIPPI,15500.0,47000.0,19.0,0.0,15.2,0.7,21.0,5.8,21.7,7000.0,15.0,27.03,1.23
2022_Q3,MISSISSIPPI,2100.0,21000.0,13.0,0.9,12.2,3.6,14.6,9.5,56.1,2800.0,13.0,-55.32,2.29
2022_Q4,MISSISSIPPI,2900.0,31000.0,12.0,0.5,5.4,5.0,1.7,4.7,13.0,250.0,1.0,47.62,3.55
2023_Q1,MISSISSIPPI,65000.0,37000.0,6.0,1.1,15.4,7.5,9.6,2.7,19.6,4100.0,11.0,19.35,0.73
2023_Q2,MISSISSIPPI,12500.0,74000.0,4.0,1.0,9.1,3.2,3.5,2.4,12.6,8000.0,11.0,100.0,1.49
2015_Q1,MISSOURI,220.0,13000.0,15.0,2.2,11.8,4.2,6.0,6.3,13.1,910.0,7.0,,
2015_Q2,MISSOURI,1900.0,12500.0,4.0,3.1,1.0,1.6,6.2,7.4,5.1,1800.0,14.0,-3.85,
2015_Q3,MISSOURI,700.0,14000.0,9.0,3.0,2.1,2.0,11.7,1.4,11.1,630.0,5.0,12.0,
2015_Q4,MISSOURI,30.0,13500.0,5.0,3.3,0.8,0.1,6.0,1.5,2.8,40.0,0.0,-3.57,
2016_Q1,MISSOURI,5500.0,10000.0,13.0,0.4,4.5,6.2,7.0,7.3,20.2,420.0,4.0,-25.93,
2016_Q2,MISSOURI,1800.0,12500.0,6.0,0.7,1.6,0.1,1.6,1.2,17.2,730.0,6.0,25.0,
2016_Q3,MISSOURI,480.0,13500.0,5.0,1.0,3.1,0.1,7.7,0.7,13.3,170.0,1.0,8.0,
2016_Q4,MISSOURI,1400.0,9000.0,7.0,0.2,1.5,0.0,12.6,0.7,16.1,640.0,7.0,-33.33,
2017_Q1,MISSOURI,400.0,7500.0,16.0,0.5,5.4,2.7,15.4,5.2,16.6,10.0,0.0,-16.67,
2017_Q2,MISSOURI,1800.0,7000.0,4.0,3.0,5.1,1.0,8.9,1.9,13.4,1000.0,14.0,-6.67,
2017_Q3,MISSOURI,320.0,9000.0,6.0,2.8,1.6,34.0,36.0,35.0,77.7,310.0,3.0,28.57,
2017_Q4,MISSOURI,100.0,9500.0,9.0,1.0,4.2,0.1,14.2,1.6,16.7,230.0,2.0,5.56,
2018_Q1,MISSOURI,1400.0,8000.0,18.0,0.3,26.5,3.5,77.8,23.9,86.0,50.0,1.0,-15.79,
2018_Q2,MISSOURI,2100.0,7000.0,6.0,0.8,8.3,1.5,13.2,2.6,11.8,800.0,11.0,-12.5,
2018_Q3,MISSOURI,260.0,10000.0,5.0,1.2,7.5,1.2,16.9,1.1,18.2,410.0,4.0,42.86,
2018_Q4,MISSOURI,170.0,10000.0,9.0,1.1,1.9,2.3,10.0,4.1,37.0,150.0,2.0,0.0,
2019_Q1,MISSOURI,80.0,8500.0,13.0,1.9,5.4,0.5,2.3,3.2,5.4,60.0,1.0,-15.0,4.0
2019_Q3,MISSOURI,260.0,10500.0,5.0,0.4,2.1,0.8,7.1,0.6,18.4,350.0,3.0,23.53,0.19
2019_Q4,MISSOURI,260.0,10000.0,15.0,0.2,1.5,0.1,5.9,0.4,19.2,10.0,0.0,-4.76,1.7
2020_Q1,MISSOURI,3400.0,8500.0,65.0,0.9,2.1,1.6,3.4,3.4,8.4,0.0,0.0,-15.0,1.88
2020_Q2,MISSOURI,2800.0,6500.0,6.0,5.7,11.2,3.1,1.5,1.9,17.4,1200.0,18.0,-23.53,3.08
2020_Q3,MISSOURI,290.0,8000.0,9.0,0.0,2.4,1.1,8.8,2.4,30.8,820.0,10.0,23.08,3.12
2020_Q4,MISSOURI,20.0,7000.0,11.0,0.0,3.1,0.5,7.9,0.8,13.1,110.0,2.0,-12.5,2.71
2021_Q1,MISSOURI,110.0,5500.0,16.0,0.0,13.1,0.8,5.6,5.3,16.6,40.0,1.0,-21.43,2.91
2021_Q2,MISSOURI,2300.0,4800.0,14.0,1.8,8.3,0.9,8.8,4.8,21.9,670.0,14.0,-12.73,0.83
2021_Q3,MISSOURI,420.0,7000.0,7.0,0.0,2.1,1.3,14.4,8.7,24.0,900.0,13.0,45.83,0.71
2021_Q4,MISSOURI,190.0,7500.0,8.0,0.0,1.3,1.1,6.3,0.8,17.3,120.0,2.0,7.14,3.47
2022_Q1,MISSOURI,310.0,11000.0,7.0,0.0,5.3,0.5,8.6,5.2,11.1,570.0,5.0,46.67,1.45
2022_Q2,MISSOURI,6000.0,10500.0,14.0,0.8,2.6,0.5,3.0,1.6,11.5,4800.0,46.0,-4.55,1.05
2022_Q3,MISSOURI,250.0,8500.0,8.0,0.0,14.7,0.8,13.1,0.0,20.4,360.0,4.0,-19.05,3.29
2022_Q4,MISSOURI,220.0,7000.0,5.0,0.0,2.2,0.0,8.8,1.0,12.5,300.0,4.0,-17.65,0.71
2023_Q1,MISSOURI,3900.0,6500.0,14.0,0.0,3.6,0.0,4.3,9.5,12.7,100.0,2.0,-7.14,2.31
2023_Q2,MISSOURI,4600.0,9500.0,4.0,0.8,4.8,0.5,6.4,3.4,13.1,910.0,10.0,46.15,0.42
2015_Q1,MONTANA,1400.0,36000.0,6.0,0.6,2.3,0.8,0.5,7.9,8.7,1100.0,3.0,,
2015_Q2,MONTANA,14000.0,210000.0,2.0,0.8,1.6,5.3,0.9,0.0,9.0,33000.0,16.0,483.33,
2015_Q3,MONTANA,3200.0,156000.0,7.0,10.7,6.4,2.3,16.4,5.3,52.5,10000.0,6.0,-25.71,
2015_Q4,MONTANA,1000.0,123000.0,8.0,14.4,3.2,11.4,19.8,13.9,35.5,80.0,0.0,-21.15,
2016_Q1,MONTANA,24000.0,65000.0,1.0,0.0,0.1,0.5,0.0,0.0,0.6,0.0,0.0,-47.15,
2016_Q2,MONTANA,25000.0,157000.0,4.0,4.5,6.9,3.9,7.1,0.2,30.3,13500.0,9.0,141.54,
2016_Q3,MONTANA,4100.0,158000.0,7.0,7.0,6.1,6.9,8.8,1.4,41.9,6500.0,4.0,0.64,
2016_Q4,MONTANA,2700.0,124000.0,13.0,32.9,33.3,13.7,39.4,33.1,59.1,0.0,0.0,-21.52,
2017_Q1,MONTANA,3100.0,46000.0,1.0,0.0,6.0,2.5,15.1,0.1,34.0,6000.0,13.0,-62.9,
2017_Q2,MONTANA,18000.0,135000.0,3.0,4.2,4.4,3.5,4.0,0.6,20.0,18000.0,13.0,193.48,
2017_Q3,MONTANA,3100.0,161000.0,11.0,6.9,19.1,2.2,6.7,2.0,42.3,23000.0,14.0,19.26,
2017_Q4,MONTANA,5500.0,121000.0,11.0,3.1,5.3,5.9,4.1,4.1,54.2,2900.0,2.0,-24.84,
2018_Q1,MONTANA,840.0,60000.0,0.0,0.0,0.1,26.1,0.0,0.1,28.9,0.0,0.0,-50.41,
2018_Q2,MONTANA,17000.0,176000.0,3.0,3.3,0.9,1.7,4.7,1.2,42.9,22000.0,13.0,193.33,
2018_Q3,MONTANA,3100.0,153000.0,12.0,18.0,21.8,6.8,18.5,2.7,43.8,22000.0,14.0,-13.07,
2018_Q4,MONTANA,3100.0,102000.0,5.0,5.6,2.9,17.5,13.0,0.0,40.7,500.0,0.0,-33.33,
2019_Q1,MONTANA,1700.0,68000.0,5.0,0.0,0.8,0.8,0.0,1.1,15.1,1900.0,3.0,-33.33,0.91
2019_Q3,MONTANA,3600.0,154000.0,12.0,10.6,4.1,6.1,10.0,1.0,28.0,12500.0,8.0,126.47,0.78
2019_Q4,MONTANA,770.0,79000.0,9.0,0.0,2.8,0.8,1.8,0.3,15.7,4000.0,5.0,-48.7,1.39
2020_Q1,MONTANA,500.0,47000.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,,0.0,-40.51,9.57
2020_Q2,MONTANA,18000.0,120000.0,2.0,5.9,4.6,0.0,5.6,0.0,12.1,16000.0,13.0,155.32,1.25
2020_Q3,MONTANA,6500.0,139000.0,6.0,0.9,8.6,0.0,2.1,1.2,36.6,28000.0,20.0,15.83,0.26
2020_Q4,MONTANA,3500.0,92000.0,15.0,11.6,4.4,2.6,11.6,6.0,15.1,290.0,0.0,-33.81,1.09
2021_Q1,MONTANA,820.0,51000.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,-44.57,1.96
2021_Q2,MONTANA,13500.0,116000.0,3.0,1.5,5.2,13.3,0.0,3.0,20.8,15500.0,13.0,127.45,0.71
2021_Q3,MONTANA,870.0,114000.0,5.0,1.2,14.8,0.0,1.5,0.5,19.5,7500.0,7.0,-1.72,0.59
2021_Q4,MONTANA,3200.0,102000.0,17.0,3.1,4.9,0.0,2.9,0.0,27.2,8000.0,8.0,-10.53,0.18
2022_Q1,MONTANA,30.0,54000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-47.06,0.04
2022_Q2,MONTANA,6000.0,106000.0,1.0,0.0,8.7,1.7,0.0,0.0,16.4,8000.0,8.0,96.3,4.06
2022_Q3,MONTANA,970.0,124000.0,5.0,0.0,7.5,3.0,0.0,0.7,22.1,2100.0,2.0,16.98,0.17
2022_Q4,MONTANA,2300.0,101000.0,4.0,1.3,0.7,7.3,8.8,0.0,27.8,6000.0,6.0,-18.55,0.0
2023_Q1,MONTANA,6000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-55.45,4.89
2023_Q2,MONTANA,22000.0,97000.0,5.0,2.1,6.5,2.9,0.0,0.0,23.7,18500.0,19.0,115.56,0.34
2015_Q1,NEBRASKA,120.0,31000.0,8.0,0.1,0.3,0.5,0.1,3.0,5.9,310.0,1.0,,
2015_Q2,NEBRASKA,15500.0,68000.0,6.0,0.0,2.1,1.4,6.9,1.5,6.5,4600.0,7.0,119.35,
2015_Q3,NEBRASKA,500.0,77000.0,8.0,10.9,4.6,13.2,10.3,4.3,33.2,6000.0,8.0,13.24,
2015_Q4,NEBRASKA,10.0,73000.0,10.0,0.2,0.4,0.3,0.0,1.7,15.5,5500.0,8.0,-5.19,
2016_Q1,NEBRASKA,510.0,20000.0,4.0,0.1,0.8,0.2,0.4,0.6,1.8,0.0,0.0,-72.6,
2016_Q2,NEBRASKA,8000.0,43000.0,14.0,1.0,1.1,3.8,0.1,3.5,6.1,28000.0,65.0,115.0,
2016_Q3,NEBRASKA,390.0,47000.0,18.0,0.1,1.6,10.2,1.6,0.1,20.4,27000.0,57.0,9.3,
2016_Q4,NEBRASKA,190.0,37000.0,12.0,0.2,0.4,1.2,1.4,1.5,10.5,0.0,0.0,-21.28,
2017_Q1,NEBRASKA,120.0,13000.0,6.0,0.4,2.1,0.0,0.3,1.2,14.8,0.0,0.0,-64.86,
2017_Q2,NEBRASKA,7000.0,43000.0,3.0,1.0,16.0,37.6,38.4,0.8,50.1,27000.0,63.0,230.77,
2017_Q3,NEBRASKA,880.0,47000.0,8.0,0.4,9.2,7.1,6.6,0.2,15.1,13500.0,29.0,9.3,
2017_Q4,NEBRASKA,80.0,42000.0,18.0,4.1,4.3,2.1,3.3,11.5,26.6,50.0,0.0,-10.64,
2018_Q1,NEBRASKA,0.0,14000.0,3.0,0.0,1.7,2.8,1.6,0.9,4.5,0.0,0.0,-66.67,
2018_Q2,NEBRASKA,4000.0,46000.0,5.0,1.4,9.0,4.2,1.4,5.5,5.0,900.0,2.0,228.57,
2018_Q3,NEBRASKA,8500.0,54000.0,12.0,5.9,4.3,6.5,3.2,4.0,24.1,5000.0,9.0,17.39,
2018_Q4,NEBRASKA,7000.0,45000.0,11.0,0.7,2.9,0.3,0.7,1.0,3.0,840.0,2.0,-16.67,
2019_Q1,NEBRASKA,0.0,16500.0,15.0,32.0,2.2,0.8,1.3,0.1,32.3,0.0,0.0,-63.33,9.09
2019_Q3,NEBRASKA,680.0,41000.0,9.0,1.8,7.2,2.8,2.7,1.9,29.2,1400.0,3.0,148.48,1.32
2019_Q4,NEBRASKA,320.0,38000.0,7.0,0.0,2.8,3.5,1.0,6.4,5.8,10.0,0.0,-7.32,1.5
2020_Q1,NEBRASKA,70.0,17000.0,4.0,0.0,0.0,0.0,0.0,0.8,2.2,,0.0,-55.26,8.82
2020_Q2,NEBRASKA,7000.0,41000.0,5.0,4.8,0.0,12.2,1.1,2.7,17.5,1100.0,3.0,141.18,1.71
2020_Q3,NEBRASKA,3000.0,48000.0,9.0,3.3,21.4,19.8,0.8,0.0,23.4,3100.0,6.0,17.07,0.62
2020_Q4,NEBRASKA,280.0,43000.0,16.0,0.5,1.4,0.0,0.0,6.3,3.6,2500.0,6.0,-10.42,10.93
2021_Q1,NEBRASKA,930.0,18000.0,4.0,0.0,1.7,1.5,0.0,0.7,11.0,0.0,0.0,-58.14,3.0
2021_Q2,NEBRASKA,9000.0,37000.0,5.0,0.0,3.2,7.4,0.0,1.3,17.3,810.0,2.0,105.56,3.24
2021_Q3,NEBRASKA,1200.0,49000.0,12.0,0.0,3.2,1.8,0.0,1.8,13.7,1800.0,4.0,32.43,0.98
2021_Q4,NEBRASKA,10.0,43000.0,17.0,2.8,1.8,4.2,1.5,0.0,28.0,250.0,1.0,-12.24,5.12
2022_Q1,NEBRASKA,30.0,30000.0,3.0,0.7,0.0,0.0,0.0,2.3,3.2,0.0,0.0,-30.23,2.53
2022_Q2,NEBRASKA,11000.0,46000.0,5.0,0.7,0.7,0.0,21.9,0.0,26.4,5000.0,11.0,53.33,0.02
2022_Q3,NEBRASKA,1100.0,51000.0,7.0,3.8,7.5,1.7,0.0,0.0,18.3,1100.0,2.0,10.87,1.1
